"Artwork","CulturalPhenomenon","Type"
"http://icondataset.org/ART1181","http://icondataset.org/CF1347","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1182","http://icondataset.org/CF1174","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1183","http://icondataset.org/CF1189","http://icondataset.org/tendency"
"http://icondataset.org/ART1183","http://icondataset.org/CF1175","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1184","http://icondataset.org/CF1175","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1184","http://icondataset.org/CF1188","http://icondataset.org/tendency"
"http://icondataset.org/ART1185","http://icondataset.org/CF1312","http://icondataset.org/cultural-movement"
"http://icondataset.org/ART1186","http://icondataset.org/CF1060","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1189","http://icondataset.org/CF1060","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1186","http://icondataset.org/CF1207","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1189","http://icondataset.org/CF1207","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1186","http://icondataset.org/CF1208","http://icondataset.org/tendency"
"http://icondataset.org/ART1187","http://icondataset.org/CF1208","http://icondataset.org/tendency"
"http://icondataset.org/ART1187","http://icondataset.org/CF1035","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1187","http://icondataset.org/CF1277","http://icondataset.org/formal-or-stylistic-influence"
"http://icondataset.org/ART1189","http://icondataset.org/CF1026","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1190","http://icondataset.org/CF1197","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1191","http://icondataset.org/CF1292","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1191","http://icondataset.org/CF1292","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1192","http://icondataset.org/CF1027","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1192","http://icondataset.org/CF1294","http://icondataset.org/attitude"
"http://icondataset.org/ART1193","http://icondataset.org/CF1198","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1193","http://icondataset.org/CF1284","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1193","http://icondataset.org/CF1284","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1195","http://icondataset.org/CF1264","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1195","http://icondataset.org/CF1264","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1195","http://icondataset.org/CF1153","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1531","http://icondataset.org/CF1153","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1195","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1196","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1197","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1249","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1250","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1251","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1252","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1253","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1254","http://icondataset.org/CF1205","http://icondataset.org/tendency"
"http://icondataset.org/ART1195","http://icondataset.org/CF1204","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1196","http://icondataset.org/CF1204","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1249","http://icondataset.org/CF1204","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1250","http://icondataset.org/CF1204","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1251","http://icondataset.org/CF1204","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1195","http://icondataset.org/CF1173","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1196","http://icondataset.org/CF1173","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1197","http://icondataset.org/CF1173","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1249","http://icondataset.org/CF1173","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1250","http://icondataset.org/CF1173","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1251","http://icondataset.org/CF1173","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1195","http://icondataset.org/CF1103","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1195","http://icondataset.org/CF1103","http://icondataset.org/belief"
"http://icondataset.org/ART1196","http://icondataset.org/CF1103","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1196","http://icondataset.org/CF1103","http://icondataset.org/belief"
"http://icondataset.org/ART1197","http://icondataset.org/CF1103","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1197","http://icondataset.org/CF1103","http://icondataset.org/belief"
"http://icondataset.org/ART1249","http://icondataset.org/CF1103","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1249","http://icondataset.org/CF1103","http://icondataset.org/belief"
"http://icondataset.org/ART1250","http://icondataset.org/CF1103","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1250","http://icondataset.org/CF1103","http://icondataset.org/belief"
"http://icondataset.org/ART1195","http://icondataset.org/CF1333","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1196","http://icondataset.org/CF1333","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1197","http://icondataset.org/CF1333","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1249","http://icondataset.org/CF1333","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1250","http://icondataset.org/CF1333","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1195","http://icondataset.org/CF1203","http://icondataset.org/belief"
"http://icondataset.org/ART1196","http://icondataset.org/CF1203","http://icondataset.org/belief"
"http://icondataset.org/ART1197","http://icondataset.org/CF1203","http://icondataset.org/belief"
"http://icondataset.org/ART1249","http://icondataset.org/CF1203","http://icondataset.org/belief"
"http://icondataset.org/ART1250","http://icondataset.org/CF1203","http://icondataset.org/belief"
"http://icondataset.org/ART1251","http://icondataset.org/CF1203","http://icondataset.org/belief"
"http://icondataset.org/ART1196","http://icondataset.org/CF1038","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1196","http://icondataset.org/CF1163","http://icondataset.org/humour"
"http://icondataset.org/ART1197","http://icondataset.org/CF1163","http://icondataset.org/humour"
"http://icondataset.org/ART1196","http://icondataset.org/CF1190","http://icondataset.org/belief"
"http://icondataset.org/ART1241","http://icondataset.org/CF1190","http://icondataset.org/belief"
"http://icondataset.org/ART1242","http://icondataset.org/CF1190","http://icondataset.org/belief"
"http://icondataset.org/ART1243","http://icondataset.org/CF1190","http://icondataset.org/belief"
"http://icondataset.org/ART1244","http://icondataset.org/CF1190","http://icondataset.org/belief"
"http://icondataset.org/ART1245","http://icondataset.org/CF1190","http://icondataset.org/belief"
"http://icondataset.org/ART1196","http://icondataset.org/CF1206","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1196","http://icondataset.org/CF1206","http://icondataset.org/belief"
"http://icondataset.org/ART1196","http://icondataset.org/CF1090","http://icondataset.org/societal-phenomenon"
"http://icondataset.org/ART1197","http://icondataset.org/CF1224","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1197","http://icondataset.org/CF1224","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1197","http://icondataset.org/CF1224","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1204","http://icondataset.org/CF1224","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1204","http://icondataset.org/CF1224","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1204","http://icondataset.org/CF1224","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1197","http://icondataset.org/CF1252","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1197","http://icondataset.org/CF1252","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1197","http://icondataset.org/CF1010","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1198","http://icondataset.org/CF1194","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1200","http://icondataset.org/CF1194","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1201","http://icondataset.org/CF1194","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1329","http://icondataset.org/CF1194","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1338","http://icondataset.org/CF1194","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1339","http://icondataset.org/CF1194","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1352","http://icondataset.org/CF1194","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1200","http://icondataset.org/CF1069","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1319","http://icondataset.org/CF1069","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1201","http://icondataset.org/CF1246","http://icondataset.org/cultural-reinterpretation"
"http://icondataset.org/ART1202","http://icondataset.org/CF1009","http://icondataset.org/belief"
"http://icondataset.org/ART1203","http://icondataset.org/CF1009","http://icondataset.org/belief"
"http://icondataset.org/ART1202","http://icondataset.org/CF1373","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1202","http://icondataset.org/CF1373","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1203","http://icondataset.org/CF1287","http://icondataset.org/belief"
"http://icondataset.org/ART1203","http://icondataset.org/CF1287","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1204","http://icondataset.org/CF1273","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1204","http://icondataset.org/CF1201","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1204","http://icondataset.org/CF1201","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1204","http://icondataset.org/CF1196","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1204","http://icondataset.org/CF1137","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1333","http://icondataset.org/CF1137","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1334","http://icondataset.org/CF1137","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1335","http://icondataset.org/CF1137","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1205","http://icondataset.org/CF1332","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1205","http://icondataset.org/CF1332","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1207","http://icondataset.org/CF1331","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1207","http://icondataset.org/CF1331","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1208","http://icondataset.org/CF1057","http://icondataset.org/?"
"http://icondataset.org/ART1208","http://icondataset.org/CF1363","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1208","http://icondataset.org/CF1363","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1209","http://icondataset.org/CF1363","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1209","http://icondataset.org/CF1363","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1208","http://icondataset.org/CF1330","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1211","http://icondataset.org/CF1123","http://icondataset.org/taste"
"http://icondataset.org/ART1212","http://icondataset.org/CF1123","http://icondataset.org/taste"
"http://icondataset.org/ART1211","http://icondataset.org/CF1216","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1212","http://icondataset.org/CF1216","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1212","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1212","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1256","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1256","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1257","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1257","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1259","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1259","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1260","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1260","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1261","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1261","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1263","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1263","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1272","http://icondataset.org/CF1088","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1272","http://icondataset.org/CF1088","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1232","http://icondataset.org/CF1100","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1233","http://icondataset.org/CF1100","http://icondataset.org/formal-or-stylistic-phenomenon"
"http://icondataset.org/ART1251","http://icondataset.org/CF1098","http://icondataset.org/cultural-value"
"http://icondataset.org/ART1252","http://icondataset.org/CF1323","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1261","http://icondataset.org/CF1308","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1261","http://icondataset.org/CF1308","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1264","http://icondataset.org/CF1016","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1265","http://icondataset.org/CF1307","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1265","http://icondataset.org/CF1307","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1270","http://icondataset.org/CF1307","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1270","http://icondataset.org/CF1307","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1265","http://icondataset.org/CF1340","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1265","http://icondataset.org/CF1340","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1269","http://icondataset.org/CF1340","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1269","http://icondataset.org/CF1340","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1270","http://icondataset.org/CF1340","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1270","http://icondataset.org/CF1340","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1266","http://icondataset.org/CF1267","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1266","http://icondataset.org/CF1267","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1267","http://icondataset.org/CF1267","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1267","http://icondataset.org/CF1267","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1268","http://icondataset.org/CF1267","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1268","http://icondataset.org/CF1267","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1266","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1266","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1267","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1267","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1268","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1268","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1269","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1269","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1270","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1270","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1289","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1289","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1534","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1534","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1535","http://icondataset.org/CF1087","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1535","http://icondataset.org/CF1087","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1269","http://icondataset.org/CF1177","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1269","http://icondataset.org/CF1183","http://icondataset.org/belief"
"http://icondataset.org/ART1273","http://icondataset.org/CF1223","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1273","http://icondataset.org/CF1223","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1274","http://icondataset.org/CF1223","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1274","http://icondataset.org/CF1223","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1282","http://icondataset.org/CF1223","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1282","http://icondataset.org/CF1223","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1283","http://icondataset.org/CF1223","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1283","http://icondataset.org/CF1223","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1288","http://icondataset.org/CF1223","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1288","http://icondataset.org/CF1223","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1273","http://icondataset.org/CF1379","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1273","http://icondataset.org/CF1379","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1274","http://icondataset.org/CF1379","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1274","http://icondataset.org/CF1379","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1282","http://icondataset.org/CF1379","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1282","http://icondataset.org/CF1379","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1283","http://icondataset.org/CF1379","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1283","http://icondataset.org/CF1379","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1288","http://icondataset.org/CF1379","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1288","http://icondataset.org/CF1379","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1279","http://icondataset.org/CF1336","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1283","http://icondataset.org/CF1001","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1288","http://icondataset.org/CF1247","http://icondataset.org/cultural-influence"
"http://icondataset.org/ART1288","http://icondataset.org/CF1274","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1288","http://icondataset.org/CF1002","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1289","http://icondataset.org/CF1248","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1289","http://icondataset.org/CF1380","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1289","http://icondataset.org/CF1380","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1290","http://icondataset.org/CF1380","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1290","http://icondataset.org/CF1380","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1291","http://icondataset.org/CF1136","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1292","http://icondataset.org/CF1136","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1294","http://icondataset.org/CF1136","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1315","http://icondataset.org/CF1136","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1297","http://icondataset.org/CF1179","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1297","http://icondataset.org/CF1179","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1297","http://icondataset.org/CF1178","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1297","http://icondataset.org/CF1133","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1298","http://icondataset.org/CF1132","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1298","http://icondataset.org/CF1025","http://icondataset.org/cultural-value"
"http://icondataset.org/ART1298","http://icondataset.org/CF1295","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1301","http://icondataset.org/CF1321","http://icondataset.org/iconographical-influence"
"http://icondataset.org/ART1303","http://icondataset.org/CF1321","http://icondataset.org/iconographical-influence"
"http://icondataset.org/ART1303","http://icondataset.org/CF1199","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1306","http://icondataset.org/CF1108","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1306","http://icondataset.org/CF1108","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1307","http://icondataset.org/CF1108","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1307","http://icondataset.org/CF1108","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1310","http://icondataset.org/CF1169","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1310","http://icondataset.org/CF1169","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1311","http://icondataset.org/CF1169","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1311","http://icondataset.org/CF1169","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1312","http://icondataset.org/CF1169","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1312","http://icondataset.org/CF1169","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1314","http://icondataset.org/CF1169","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1314","http://icondataset.org/CF1169","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1310","http://icondataset.org/CF1170","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1311","http://icondataset.org/CF1170","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1312","http://icondataset.org/CF1234","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1312","http://icondataset.org/CF1159","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1316","http://icondataset.org/CF1157","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1316","http://icondataset.org/CF1050","http://icondataset.org/cultural-value"
"http://icondataset.org/ART1317","http://icondataset.org/CF1070","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1321","http://icondataset.org/CF1070","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1317","http://icondataset.org/CF1071","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1321","http://icondataset.org/CF1071","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1317","http://icondataset.org/CF1131","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1321","http://icondataset.org/CF1131","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1323","http://icondataset.org/CF1131","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1325","http://icondataset.org/CF1131","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1326","http://icondataset.org/CF1131","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1318","http://icondataset.org/CF1043","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1319","http://icondataset.org/CF1043","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1323","http://icondataset.org/CF1322","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1323","http://icondataset.org/CF1322","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1325","http://icondataset.org/CF1322","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1325","http://icondataset.org/CF1322","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1326","http://icondataset.org/CF1322","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1326","http://icondataset.org/CF1322","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1324","http://icondataset.org/CF1068","http://icondataset.org/societal-phenomenon"
"http://icondataset.org/ART1333","http://icondataset.org/CF1219","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1335","http://icondataset.org/CF1219","http://icondataset.org/iconographical-evolution"
"http://icondataset.org/ART1334","http://icondataset.org/CF1218","http://icondataset.org/attitude"
"http://icondataset.org/ART1338","http://icondataset.org/CF1051","http://icondataset.org/reception-of-classical-antiquity"
"http://icondataset.org/ART1346","http://icondataset.org/CF1270","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1346","http://icondataset.org/CF1186","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1352","http://icondataset.org/CF1193","http://icondataset.org/iconographical-interpretation"
"http://icondataset.org/ART1352","http://icondataset.org/CF1350","http://icondataset.org/belief"
"http://icondataset.org/ART1353","http://icondataset.org/CF1086","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1354","http://icondataset.org/CF1085","http://icondataset.org/formal-or-stylistic-evolution"
"http://icondataset.org/ART1355","http://icondataset.org/CF1328","http://icondataset.org/cultural-influence"
"http://icondataset.org/ART1364","http://icondataset.org/CF1191","http://icondataset.org/belief"
"http://icondataset.org/ART1365","http://icondataset.org/CF1191","http://icondataset.org/belief"
"http://icondataset.org/ART1364","http://icondataset.org/CF1299","http://icondataset.org/belief"
"http://icondataset.org/ART1365","http://icondataset.org/CF1299","http://icondataset.org/belief"
"http://icondataset.org/ART1374","http://icondataset.org/CF1213","http://icondataset.org/tendency"
"http://icondataset.org/ART1375","http://icondataset.org/CF1213","http://icondataset.org/tendency"
"http://icondataset.org/ART1378","http://icondataset.org/CF1096","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1378","http://icondataset.org/CF1075","http://icondataset.org/belief"
"http://icondataset.org/ART1378","http://icondataset.org/CF1352","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1379","http://icondataset.org/CF1352","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1382","http://icondataset.org/CF1352","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1383","http://icondataset.org/CF1352","http://icondataset.org/artists-expression"
"http://icondataset.org/ART1384","http://icondataset.org/CF1352","http://icondataset.org/artists-expression"
